z,xi_shoes,xi_planck,delta_xi,abs_delta_xi
0.01739,0.017314033722105,0.017318319580826344,-4.285858721343738e-06,4.285858721343738e-06
0.01739,0.017314033722105,0.017318319580826344,-4.285858721343738e-06,4.285858721343738e-06
0.01765,0.01757174200962473,0.017576156613034463,-4.414603409733098e-06,4.414603409733098e-06
0.01791,0.01782941614954935,0.017833961391531584,-4.545241982234494e-06,4.545241982234494e-06
0.01805,0.017968149618029946,0.017972765988122485,-4.616370092538902e-06,4.616370092538902e-06
0.01918,0.019087564319653322,0.019092774883089577,-5.210563436254534e-06,5.210563436254534e-06
0.01791,0.01782941614954935,0.017833961391531584,-4.545241982234494e-06,4.545241982234494e-06
0.01796,0.017878964953592227,0.017883535535456085,-4.570581863858059e-06,4.570581863858059e-06
0.01925,0.01915688736640016,0.01916213591352876,-5.248547128598735e-06,5.248547128598735e-06
0.01925,0.01915688736640016,0.01916213591352876,-5.248547128598735e-06,5.248547128598735e-06
0.01851,0.018423918432350632,0.018428772373309175,-4.8539409585428295e-06,4.8539409585428295e-06
0.01851,0.018423918432350632,0.018428772373309175,-4.8539409585428295e-06,4.8539409585428295e-06
0.01902,0.018929102340706133,0.01893422659898157,-5.124258275437943e-06,5.124258275437943e-06
0.01822,0.018136598374029735,0.018141301851887517,-4.703477857782856e-06,4.703477857782856e-06
0.01822,0.018136598374029735,0.018141301851887517,-4.703477857782856e-06,4.703477857782856e-06
0.01839,0.01830503252780201,0.018309823922616906,-4.791394814896571e-06,4.791394814896571e-06
0.01955,0.0194539580824251,0.019459370969014927,-5.412886589829108e-06,5.412886589829108e-06
0.01955,0.0194539580824251,0.019459370969014927,-5.412886589829108e-06,5.412886589829108e-06
0.01835,0.018265402275961146,0.018270172911640657,-4.770635679510193e-06,4.770635679510193e-06
0.01835,0.018265402275961146,0.018270172911640657,-4.770635679510193e-06,4.770635679510193e-06
0.01992,0.01982028263434551,0.019825901672004945,-5.619037659432974e-06,5.619037659432974e-06
0.01855,0.018463545450161364,0.01846842032940641,-4.874879245046759e-06,4.874879245046759e-06
0.01948,0.019384645651543523,0.01939001996714058,-5.374315597057866e-06,5.374315597057866e-06
0.01976,0.019661880511375338,0.019667409932967835,-5.529421592497669e-06,5.529421592497669e-06
0.02033,0.020226128988545828,0.02023198093313499,-5.851944589161523e-06,5.851944589161523e-06
0.02033,0.020226128988545828,0.02023198093313499,-5.851944589161523e-06,5.851944589161523e-06
0.01926,0.019166790456598515,0.019172044441155632,-5.253984557116592e-06,5.253984557116592e-06
0.01926,0.019166790456598515,0.019172044441155632,-5.253984557116592e-06,5.253984557116592e-06
0.01926,0.019166790456598515,0.019172044441155632,-5.253984557116592e-06,5.253984557116592e-06
0.01926,0.019166790456598515,0.019172044441155632,-5.253984557116592e-06,5.253984557116592e-06
0.0187,0.018612139565739313,0.018617093362416345,-4.953796677031885e-06,4.953796677031885e-06
0.02019,0.020087556864109322,0.02009332875135995,-5.771887250628771e-06,5.771887250628771e-06
0.02019,0.020087556864109322,0.02009332875135995,-5.771887250628771e-06,5.771887250628771e-06
0.02066,0.020552724061682015,0.020558766879382562,-6.042817700547404e-06,6.042817700547404e-06
0.02066,0.020552724061682015,0.020558766879382562,-6.042817700547404e-06,6.042817700547404e-06
0.02066,0.020552724061682015,0.020558766879382562,-6.042817700547404e-06,6.042817700547404e-06
0.02121,0.021096926776637163,0.021103294474576813,-6.367697939650696e-06,6.367697939650696e-06
0.01983,0.01973118303287976,0.0197367515734449,-5.568540565138724e-06,5.568540565138724e-06
0.02039,0.020285514007546267,0.02029140043006595,-5.8864225196825215e-06,5.8864225196825215e-06
0.02061,0.020503243500088846,0.02050925720208805,-6.013701999204452e-06,6.013701999204452e-06
0.02014,0.020038064417580624,0.020043807845645637,-5.743428065013018e-06,5.743428065013018e-06
0.02079,0.020681367603925607,0.020687486449210417,-6.118845284810298e-06,6.118845284810298e-06
0.02087,0.020760528611784748,0.02076669447785085,-6.165866066103198e-06,6.165866066103198e-06
0.02087,0.020760528611784748,0.02076669447785085,-6.165866066103198e-06,6.165866066103198e-06
0.02046,0.020354794228597,0.0203607210024793,-5.9267738822983695e-06,5.9267738822983695e-06
0.02001,0.019909378140146778,0.01991504790129669,-5.669761149910274e-06,5.669761149910274e-06
0.01993,0.019830182337248294,0.01983580699967077,-5.624662422477195e-06,5.624662422477195e-06
0.02093,0.020819897243139655,0.020826098492075024,-6.201248935369663e-06,6.201248935369663e-06
0.02207,0.02194755518046727,0.021954447795023584,-6.892614556313487e-06,6.892614556313487e-06
0.02146,0.021344241057593177,0.021350759219995182,-6.518162402005534e-06,6.518162402005534e-06
0.02146,0.021344241057593177,0.021350759219995182,-6.518162402005534e-06,6.518162402005534e-06
0.02187,0.02174976801907928,0.02175653671869075,-6.768699611470197e-06,6.768699611470197e-06
